instance_id,repo,language_group,bm25_span_coverage@50,bm25_span_coverage@100,bm25_span_coverage@200,bm25_span_coverage@500,bm25_span_coverage@1000,grep_candidate_count,grep_span_coverage,union100_span_coverage,planner_ms,bm25/bm25/span_recall@1,bm25/bm25/span_recall@5,bm25/bm25/span_recall@10,bm25/bm25/file_recall@5,bm25/bm25/span_mrr,bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@1,bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@5,bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@10,bm25/Qwen/Qwen3-Reranker-0.6B/file_recall@5,bm25/Qwen/Qwen3-Reranker-0.6B/span_mrr,bm25/Qwen/Qwen3-Reranker-4B/span_recall@1,bm25/Qwen/Qwen3-Reranker-4B/span_recall@5,bm25/Qwen/Qwen3-Reranker-4B/span_recall@10,bm25/Qwen/Qwen3-Reranker-4B/file_recall@5,bm25/Qwen/Qwen3-Reranker-4B/span_mrr,bm25/typesafe/jev-1.13/span_recall@1,bm25/typesafe/jev-1.13/span_recall@5,bm25/typesafe/jev-1.13/span_recall@10,bm25/typesafe/jev-1.13/file_recall@5,bm25/typesafe/jev-1.13/span_mrr,grep/grep/span_recall@1,grep/grep/span_recall@5,grep/grep/span_recall@10,grep/grep/file_recall@5,grep/grep/span_mrr,grep/Qwen/Qwen3-Reranker-0.6B/span_recall@1,grep/Qwen/Qwen3-Reranker-0.6B/span_recall@5,grep/Qwen/Qwen3-Reranker-0.6B/span_recall@10,grep/Qwen/Qwen3-Reranker-0.6B/file_recall@5,grep/Qwen/Qwen3-Reranker-0.6B/span_mrr,grep/Qwen/Qwen3-Reranker-4B/span_recall@1,grep/Qwen/Qwen3-Reranker-4B/span_recall@5,grep/Qwen/Qwen3-Reranker-4B/span_recall@10,grep/Qwen/Qwen3-Reranker-4B/file_recall@5,grep/Qwen/Qwen3-Reranker-4B/span_mrr,grep/typesafe/jev-1.13/span_recall@1,grep/typesafe/jev-1.13/span_recall@5,grep/typesafe/jev-1.13/span_recall@10,grep/typesafe/jev-1.13/file_recall@5,grep/typesafe/jev-1.13/span_mrr,base_aligned/bm25/candidate_span_coverage,base_aligned/bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@5,base_aligned/bm25/Qwen/Qwen3-Reranker-4B/span_recall@5,base_aligned/bm25/typesafe/jev-1.13/span_recall@5,base_aligned/grep/candidate_span_coverage,base_aligned/grep/Qwen/Qwen3-Reranker-0.6B/span_recall@5,base_aligned/grep/Qwen/Qwen3-Reranker-4B/span_recall@5,base_aligned/grep/typesafe/jev-1.13/span_recall@5
gin-gonic__gin-2755,gin-gonic/gin,Go,0.0,0.0,1.0,1.0,1.0,4,1.0,1.0,3447.4082719534636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
gin-gonic__gin-3741,gin-gonic/gin,Go,1.0,1.0,1.0,1.0,1.0,31,1.0,1.0,3750.970530323684,0.0,0.0,0.0,0.0,0.043478260869565216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gin-gonic__gin-3820,gin-gonic/gin,Go,0.0,0.0,0.0,1.0,1.0,19,1.0,1.0,3419.2014764994383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.05263157894736842,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
gohugoio__hugo-12171,gohugoio/hugo,Go,0.0,0.0,0.0,0.0,1.0,43,0.0,0.0,4869.879803620279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gohugoio__hugo-12343,gohugoio/hugo,Go,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,3760.9406989067793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gohugoio__hugo-12448,gohugoio/hugo,Go,0.0,0.0,0.0,0.0,0.0,57,0.0,0.0,5055.302838794887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gohugoio__hugo-12562,gohugoio/hugo,Go,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,4044.955820776522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gohugoio__hugo-12579,gohugoio/hugo,Go,1.0,1.0,1.0,1.0,1.0,13,1.0,1.0,2487.0694326236844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hashicorp__terraform-34814,hashicorp/terraform,Go,0.0,0.0,1.0,1.0,1.0,19,0.0,0.0,5292.320699431002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hashicorp__terraform-35611,hashicorp/terraform,Go,0.0,0.0,0.0,0.0,1.0,15,0.0,0.0,4635.461947880685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jqlang__jq-2235,jqlang/jq,C++/C,0.0,0.0,0.0,0.0,1.0,26,0.0,0.0,5107.582022435963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jqlang__jq-2598,jqlang/jq,C++/C,0.5,0.5,0.5,0.5,1.0,4,0.25,0.5,3373.11202660203,0.0,0.25,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.25,0.25,0.3333333333333333,1.0,0.25,0.25,0.25,0.3333333333333333,1.0,0.0,0.25,0.25,0.3333333333333333,0.5,0.25,0.25,0.25,0.3333333333333333,1.0,0.25,0.25,0.25,0.3333333333333333,1.0,0.25,0.25,0.25,0.3333333333333333,1.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25
jqlang__jq-2658,jqlang/jq,C++/C,1.0,1.0,1.0,1.0,1.0,36,1.0,1.0,3055.371819064021,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.1111111111111111,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
jqlang__jq-2728,jqlang/jq,C++/C,1.0,1.0,1.0,1.0,1.0,19,1.0,1.0,3699.034164659679,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jqlang__jq-2750,jqlang/jq,C++/C,1.0,1.0,1.0,1.0,1.0,22,0.75,1.0,5053.782295435667,0.0,0.5,1.0,0.5,0.5,0.5,0.75,0.75,0.5,1.0,0.25,0.75,1.0,0.5,1.0,0.25,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.75,0.75,0.3333333333333333,1.0,0.25,0.75,0.75,0.3333333333333333,1.0,0.25,0.75,0.75,0.3333333333333333,1.0,1.0,0.5,0.75,1.0,0.75,0.5,0.75,0.75
matplotlib__matplotlib-13989,matplotlib/matplotlib,Python,1.0,1.0,1.0,1.0,1.0,7,1.0,1.0,3446.3163083419204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
matplotlib__matplotlib-14623,matplotlib/matplotlib,Python,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,25,0.3333333333333333,0.5,4080.8167150244117,0.0,0.0,0.0,0.3333333333333333,0.0196078431372549,0.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.06666666666666667,0.0,0.0,0.0,0.6666666666666666,0.07142857142857142,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
matplotlib__matplotlib-20488,matplotlib/matplotlib,Python,1.0,1.0,1.0,1.0,1.0,13,0.0,1.0,2941.186461597681,0.0,0.0,0.0,0.0,0.0625,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
matplotlib__matplotlib-20676,matplotlib/matplotlib,Python,0.0,0.0,1.0,1.0,1.0,26,1.0,1.0,3746.380894444883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.14285714285714285,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
micropython__micropython-10095,micropython/micropython,C++/C,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,5102.664014324546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
micropython__micropython-13039,micropython/micropython,C++/C,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,4157.552843913436,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
micropython__micropython-13569,micropython/micropython,C++/C,0.0,0.0,0.5,0.5,0.5,18,1.0,1.0,5898.514502681792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
micropython__micropython-15898,micropython/micropython,C++/C,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,4284.553305245936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nushell__nushell-12901,nushell/nushell,Rust,0.0,0.0,0.0,0.0,1.0,23,0.0,0.0,6321.76530174911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nushell__nushell-12950,nushell/nushell,Rust,0.0,0.0,0.0,0.0,0.0,58,1.0,1.0,5533.571223728359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
nushell__nushell-13605,nushell/nushell,Rust,0.5,1.0,1.0,1.0,1.0,6,1.0,1.0,4117.42842849344,0.0,0.0,0.5,1.0,0.125,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
nushell__nushell-13831,nushell/nushell,Rust,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,15,1.0,1.0,3949.817467480898,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,1.0,1.0,0.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333
preactjs__preact-2757,preactjs/preact,TypeScript/JavaScript,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,4303.055691532791,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
preactjs__preact-2896,preactjs/preact,TypeScript/JavaScript,0.0,0.0,0.0,1.0,1.0,14,1.0,1.0,4039.5770221948624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
preactjs__preact-2927,preactjs/preact,TypeScript/JavaScript,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,3964.993675239384,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
preactjs__preact-3567,preactjs/preact,TypeScript/JavaScript,0.2,0.4,0.8,1.0,1.0,22,0.4,0.6,4667.064122855663,0.0,0.0,0.2,0.0,0.125,0.2,0.2,0.2,0.5,1.0,0.0,0.2,0.2,0.5,0.25,0.0,0.2,0.2,0.5,0.25,0.0,0.2,0.4,0.5,0.5,0.2,0.4,0.4,0.5,1.0,0.2,0.4,0.4,0.5,1.0,0.2,0.4,0.4,0.5,1.0,0.2,0.2,0.2,0.2,0.6,0.4,0.6,0.6
prometheus__prometheus-10633,prometheus/prometheus,Go,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,3404.7195622697473,0.0,0.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prometheus__prometheus-11859,prometheus/prometheus,Go,1.0,1.0,1.0,1.0,1.0,10,0.0,1.0,4509.301059879363,0.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
prometheus__prometheus-14861,prometheus/prometheus,Go,0.0,0.0,0.0,1.0,1.0,5,1.0,1.0,4298.933553509414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
prometheus__prometheus-15142,prometheus/prometheus,Go,0.0,0.0,0.4,0.6,1.0,22,0.8,0.8,5358.956087380648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.8,1.0,0.3333333333333333,0.2,0.6,0.6,1.0,1.0,0.2,0.4,0.4,1.0,1.0,0.2,0.4,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.2
pydata__xarray-2905,pydata/xarray,Python,0.0,0.0,1.0,1.0,1.0,23,1.0,1.0,3269.735678099096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
pydata__xarray-3151,pydata/xarray,Python,1.0,1.0,1.0,1.0,1.0,16,1.0,1.0,3073.1966104358435,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pydata__xarray-3305,pydata/xarray,Python,0.0,1.0,1.0,1.0,1.0,10,1.0,1.0,2311.4018319174647,0.0,0.0,0.0,0.5,0.016666666666666666,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pydata__xarray-6992,pydata/xarray,Python,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,19,0.6666666666666666,0.6666666666666666,3610.818567685783,0.0,0.0,0.3333333333333333,0.5,0.125,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.125,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
redis__redis-10068,redis/redis,C++/C,0.3333333333333333,1.0,1.0,1.0,1.0,22,1.0,1.0,4814.453908242285,0.0,0.0,0.0,1.0,0.047619047619047616,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
redis__redis-10095,redis/redis,C++/C,1.0,1.0,1.0,1.0,1.0,52,1.0,1.0,4042.500245384872,0.0,0.0,0.0,1.0,0.025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
redis__redis-11631,redis/redis,C++/C,0.0,0.0,0.0,0.5,0.5,38,0.5,0.5,4755.854311399162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redis__redis-11734,redis/redis,C++/C,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,2461.691478267312,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
redis__redis-13338,redis/redis,C++/C,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,16,0.6666666666666666,0.6666666666666666,3815.7081669196486,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.2,0.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.0,0.0,0.6666666666666666,1.0,0.16666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,Python,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,2384.6893468871713,0.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
scikit-learn__scikit-learn-10844,scikit-learn/scikit-learn,Python,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2986.3145276904106,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
